Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,Total_Children,Age,Seniority,Spent
-0.3584771462100771,1.3500755836739855,0.23443525560302939,0.3107730203196367,0.9781071526849764,1.5524977686522066,1.6908069223452045,2.454108610769448,1.4841996343467463,0.8529738616471935,0.35065562724320726,1.427315607085093,2.5042466886721035,-0.5554560698991418,0.6921982472115566,-1.2649139693340126,1.0187846251951775,1.5279682638814693,1.6767229684316762
-0.3584771462100771,1.3500755836739855,-0.23408420871351018,-0.38042365703449,-0.8722660296268478,-0.6374512228150763,-0.7180199733057371,-0.650862989799493,-0.6338177972433795,-0.7334659011609979,-0.16910385238788292,-1.1264550176960548,-0.5711683623996862,-1.170837437952609,-0.13269928702601722,1.4048567642245662,1.2752480964222197,-1.1893559351500054,-0.9629273027134031
-0.3584771462100771,-0.7406992705391215,0.7697328460443869,-0.795141663446966,0.3583507502760481,0.5707964966151486,-0.1782643170580261,1.3399717423300044,-0.14691723825714367,-0.03698015163545045,-0.6888633320189731,1.427315607085093,-0.22945557894726507,1.29068803426126,-0.5451480541448042,-1.2649139693340126,0.3348820352563983,-0.20617863404588957,0.28053059231028515
-0.3584771462100771,-0.7406992705391215,-1.0165919591041492,-0.795141663446966,-0.8722660296268478,-0.5619357403506873,-0.6555689056407127,-0.504746679184484,-0.5851277413447559,-0.7528127275367076,-0.16910385238788292,-0.7616306427273194,-0.9128811458521072,-0.5554560698991418,0.2797494800927697,0.06997139744527678,-1.2893866158482021,-1.0609006093776074,-0.9197632102292698
-0.3584771462100771,-0.7406992705391215,0.24059266758955333,1.5549270395570647,-0.3918806842189704,0.41976553168637054,-0.21841143198554178,0.15277671858305647,-0.00084707056127295,-0.559344463779611,1.3901745865053876,0.3328424821788868,0.11225720450515601,0.059925298154325575,-0.13269928702601722,0.06997139744527678,-1.03292314462116,-0.9522076414163484,-0.30716512843522303
-0.3584771462100771,-0.7406992705391215,0.4082331745774961,-1.1407400021240295,0.6370928642781498,0.39459370419824086,-0.30762724293557664,-0.6873920674532452,0.3643283486784039,-0.5786912901553207,-0.16910385238788292,0.6976668571476222,0.4539699879575771,1.29068803426126,0.2797494800927697,0.06997139744527678,0.16390638777170352,-0.300049833648796,0.18092114811613125
-0.3584771462100771,1.3500755836739855,0.13500298333032304,-0.5186629925053153,-0.20802950264311607,0.9735457364252238,-0.013215066800461577,0.22583487389056098,0.5347435443235864,-0.3271825472710952,0.8704151068742974,1.0624912321163575,0.11225720450515601,0.36761598218105923,0.2797494800927697,0.06997139744527678,-0.17804490719768606,1.182127002186553,-0.02825868469159203
-0.3584771462100771,-0.7406992705391215,-0.7461425345605676,-0.587782660240728,-0.6795188231360328,-0.4109047754219091,-0.4949804459306499,-0.6325984509726168,-0.6338177972433795,-0.4045698527739338,-0.16910385238788292,-0.031981892789848594,-0.9128811458521072,-0.5554560698991418,1.1046470143303435,0.06997139744527678,-1.3748744395905497,0.3125832584964826,-0.7271849514539055
-0.3584771462100771,-0.7406992705391215,-0.8694099500069151,-1.0370605005209104,-0.8633700047118872,-0.662623050303206,-0.6377257434507057,-0.6325984509726168,-0.5851277413447559,-0.8108532066638365,-0.6888633320189731,-0.39680626775858396,-0.9128811458521072,-1.170837437952609,1.5170957814491306,0.06997139744527678,-0.4345083784247282,0.16930616436573193,-0.9313843120519211
-0.3584771462100771,-0.7406992705391215,-1.850742519704344,0.6563713589967001,-0.8218552217754039,-0.662623050303206,-0.7180199733057371,-0.669127528626369,-0.6338177972433795,-0.5980381165310303,-0.6888633320189731,-1.1264550176960548,-0.9128811458521072,-1.7862188060060764,6.054032219755786,1.4048567642245662,1.6171993913916092,-1.2140588824139265,-0.9264038398422134
2.7895781099919095,-0.7406992705391215,-1.7771713777750384,0.34533285418734305,-0.887092737818449,-0.25987381049313096,-0.6957160205682283,-0.48648214035760784,-0.6338177972433795,-0.5399976374039014,-0.6888633320189731,-0.7616306427273194,-0.9128811458521072,-0.8631467539258754,1.1046470143303435,-1.2649139693340126,-0.6054840259094231,1.182127002186553,-0.9064819510033826
-0.3584771462100771,1.3500755836739855,0.42889029866131845,1.1402090331445887,-0.32960850981424555,0.872858426472705,1.3963947462100894,3.4221291685938824,2.068480305130229,-0.26914206814396624,-0.6888633320189731,-0.39680626775858396,0.4539699879575771,0.6753066662077929,-1.370045588382378,-1.2649139693340126,0.8478089777104827,-0.6310693269853574,0.8217419057651882
-0.3584771462100771,1.3500755836739855,0.28274114576827547,0.137973850981105,-0.21396018591975652,-0.6122793953269466,-0.508362817573155,-0.6325984509726168,-0.5364376854461324,-0.5786912901553207,0.35065562724320726,0.6976668571476222,-0.5711683623996862,-0.24776538587240807,0.2797494800927697,1.4048567642245662,1.4462237439069143,-0.6310693269853574,-0.4931027575976437
